file_path,person_id,person_name,pose_angle
C:\Users\Administrator\Documents\Sunny's ALU\Heimdall\FacePix\1(-5).jpg,1,Aisha,-5
C:\Users\Administrator\Documents\Sunny's ALU\Heimdall\FacePix\1(-50).jpg,1,Aisha,-50
C:\Users\Administrator\Documents\Sunny's ALU\Heimdall\FacePix\1(-51).jpg,1,Aisha,-51
C:\Users\Administrator\Documents\Sunny's ALU\Heimdall\FacePix\1(-52).jpg,1,Aisha,-52
C:\Users\Administrator\Documents\Sunny's ALU\Heimdall\FacePix\1(-53).jpg,1,Aisha,-53
C:\Users\Administrator\Documents\Sunny's ALU\Heimdall\FacePix\1(-54).jpg,1,Aisha,-54
C:\Users\Administrator\Documents\Sunny's ALU\Heimdall\FacePix\1(-55).jpg,1,Aisha,-55
C:\Users\Administrator\Documents\Sunny's ALU\Heimdall\FacePix\1(-56).jpg,1,Aisha,-56
C:\Users\Administrator\Documents\Sunny's ALU\Heimdall\FacePix\1(-57).jpg,1,Aisha,-57
C:\Users\Administrator\Documents\Sunny's ALU\Heimdall\FacePix\1(-58).jpg,1,Aisha,-58
C:\Users\Administrator\Documents\Sunny's ALU\Heimdall\FacePix\1(-59).jpg,1,Aisha,-59
C:\Users\Administrator\Documents\Sunny's ALU\Heimdall\FacePix\1(-6).jpg,1,Aisha,-6
C:\Users\Administrator\Documents\Sunny's ALU\Heimdall\FacePix\1(-60).jpg,1,Aisha,-60
C:\Users\Administrator\Documents\Sunny's ALU\Heimdall\FacePix\1(-61).jpg,1,Aisha,-61
C:\Users\Administrator\Documents\Sunny's ALU\Heimdall\FacePix\1(-62).jpg,1,Aisha,-62
C:\Users\Administrator\Documents\Sunny's ALU\Heimdall\FacePix\1(-63).jpg,1,Aisha,-63
C:\Users\Administrator\Documents\Sunny's ALU\Heimdall\FacePix\1(-64).jpg,1,Aisha,-64
C:\Users\Administrator\Documents\Sunny's ALU\Heimdall\FacePix\1(-65).jpg,1,Aisha,-65
C:\Users\Administrator\Documents\Sunny's ALU\Heimdall\FacePix\1(-66).jpg,1,Aisha,-66
C:\Users\Administrator\Documents\Sunny's ALU\Heimdall\FacePix\1(-67).jpg,1,Aisha,-67
C:\Users\Administrator\Documents\Sunny's ALU\Heimdall\FacePix\1(-68).jpg,1,Aisha,-68
C:\Users\Administrator\Documents\Sunny's ALU\Heimdall\FacePix\1(-69).jpg,1,Aisha,-69
C:\Users\Administrator\Documents\Sunny's ALU\Heimdall\FacePix\1(-7).jpg,1,Aisha,-7
C:\Users\Administrator\Documents\Sunny's ALU\Heimdall\FacePix\1(-70).jpg,1,Aisha,-70
C:\Users\Administrator\Documents\Sunny's ALU\Heimdall\FacePix\1(-71).jpg,1,Aisha,-71
C:\Users\Administrator\Documents\Sunny's ALU\Heimdall\FacePix\1(-72).jpg,1,Aisha,-72
C:\Users\Administrator\Documents\Sunny's ALU\Heimdall\FacePix\1(-73).jpg,1,Aisha,-73
C:\Users\Administrator\Documents\Sunny's ALU\Heimdall\FacePix\1(-74).jpg,1,Aisha,-74
C:\Users\Administrator\Documents\Sunny's ALU\Heimdall\FacePix\1(-75).jpg,1,Aisha,-75
C:\Users\Administrator\Documents\Sunny's ALU\Heimdall\FacePix\1(-76).jpg,1,Aisha,-76
C:\Users\Administrator\Documents\Sunny's ALU\Heimdall\FacePix\1(-77).jpg,1,Aisha,-77
C:\Users\Administrator\Documents\Sunny's ALU\Heimdall\FacePix\1(-78).jpg,1,Aisha,-78
C:\Users\Administrator\Documents\Sunny's ALU\Heimdall\FacePix\1(-79).jpg,1,Aisha,-79
C:\Users\Administrator\Documents\Sunny's ALU\Heimdall\FacePix\1(-8).jpg,1,Aisha,-8
C:\Users\Administrator\Documents\Sunny's ALU\Heimdall\FacePix\1(-80).jpg,1,Aisha,-80
C:\Users\Administrator\Documents\Sunny's ALU\Heimdall\FacePix\1(-81).jpg,1,Aisha,-81
C:\Users\Administrator\Documents\Sunny's ALU\Heimdall\FacePix\1(-82).jpg,1,Aisha,-82
C:\Users\Administrator\Documents\Sunny's ALU\Heimdall\FacePix\1(-83).jpg,1,Aisha,-83
C:\Users\Administrator\Documents\Sunny's ALU\Heimdall\FacePix\1(-84).jpg,1,Aisha,-84
C:\Users\Administrator\Documents\Sunny's ALU\Heimdall\FacePix\1(-85).jpg,1,Aisha,-85
C:\Users\Administrator\Documents\Sunny's ALU\Heimdall\FacePix\1(-86).jpg,1,Aisha,-86
C:\Users\Administrator\Documents\Sunny's ALU\Heimdall\FacePix\1(-87).jpg,1,Aisha,-87
C:\Users\Administrator\Documents\Sunny's ALU\Heimdall\FacePix\1(-88).jpg,1,Aisha,-88
C:\Users\Administrator\Documents\Sunny's ALU\Heimdall\FacePix\1(-89).jpg,1,Aisha,-89
C:\Users\Administrator\Documents\Sunny's ALU\Heimdall\FacePix\1(-9).jpg,1,Aisha,-9
C:\Users\Administrator\Documents\Sunny's ALU\Heimdall\FacePix\1(-90).jpg,1,Aisha,-90
C:\Users\Administrator\Documents\Sunny's ALU\Heimdall\FacePix\1(0).jpg,1,Aisha,0
C:\Users\Administrator\Documents\Sunny's ALU\Heimdall\FacePix\1(1).jpg,1,Aisha,1
C:\Users\Administrator\Documents\Sunny's ALU\Heimdall\FacePix\1(10).jpg,1,Aisha,10
C:\Users\Administrator\Documents\Sunny's ALU\Heimdall\FacePix\1(11).jpg,1,Aisha,11
C:\Users\Administrator\Documents\Sunny's ALU\Heimdall\FacePix\1(12).jpg,1,Aisha,12
C:\Users\Administrator\Documents\Sunny's ALU\Heimdall\FacePix\1(13).jpg,1,Aisha,13
C:\Users\Administrator\Documents\Sunny's ALU\Heimdall\FacePix\1(14).jpg,1,Aisha,14
C:\Users\Administrator\Documents\Sunny's ALU\Heimdall\FacePix\1(15).jpg,1,Aisha,15
C:\Users\Administrator\Documents\Sunny's ALU\Heimdall\FacePix\1(16).jpg,1,Aisha,16
C:\Users\Administrator\Documents\Sunny's ALU\Heimdall\FacePix\1(17).jpg,1,Aisha,17
C:\Users\Administrator\Documents\Sunny's ALU\Heimdall\FacePix\1(18).jpg,1,Aisha,18
C:\Users\Administrator\Documents\Sunny's ALU\Heimdall\FacePix\1(19).jpg,1,Aisha,19
C:\Users\Administrator\Documents\Sunny's ALU\Heimdall\FacePix\1(2).jpg,1,Aisha,2
C:\Users\Administrator\Documents\Sunny's ALU\Heimdall\FacePix\1(20).jpg,1,Aisha,20
C:\Users\Administrator\Documents\Sunny's ALU\Heimdall\FacePix\1(21).jpg,1,Aisha,21
C:\Users\Administrator\Documents\Sunny's ALU\Heimdall\FacePix\1(22).jpg,1,Aisha,22
C:\Users\Administrator\Documents\Sunny's ALU\Heimdall\FacePix\1(23).jpg,1,Aisha,23
C:\Users\Administrator\Documents\Sunny's ALU\Heimdall\FacePix\1(24).jpg,1,Aisha,24
C:\Users\Administrator\Documents\Sunny's ALU\Heimdall\FacePix\1(25).jpg,1,Aisha,25
C:\Users\Administrator\Documents\Sunny's ALU\Heimdall\FacePix\1(26).jpg,1,Aisha,26
C:\Users\Administrator\Documents\Sunny's ALU\Heimdall\FacePix\1(27).jpg,1,Aisha,27
C:\Users\Administrator\Documents\Sunny's ALU\Heimdall\FacePix\1(28).jpg,1,Aisha,28
C:\Users\Administrator\Documents\Sunny's ALU\Heimdall\FacePix\1(29).jpg,1,Aisha,29
C:\Users\Administrator\Documents\Sunny's ALU\Heimdall\FacePix\1(3).jpg,1,Aisha,3
C:\Users\Administrator\Documents\Sunny's ALU\Heimdall\FacePix\1(30).jpg,1,Aisha,30
C:\Users\Administrator\Documents\Sunny's ALU\Heimdall\FacePix\1(31).jpg,1,Aisha,31
C:\Users\Administrator\Documents\Sunny's ALU\Heimdall\FacePix\1(32).jpg,1,Aisha,32
C:\Users\Administrator\Documents\Sunny's ALU\Heimdall\FacePix\1(33).jpg,1,Aisha,33
C:\Users\Administrator\Documents\Sunny's ALU\Heimdall\FacePix\1(34).jpg,1,Aisha,34
C:\Users\Administrator\Documents\Sunny's ALU\Heimdall\FacePix\1(35).jpg,1,Aisha,35
C:\Users\Administrator\Documents\Sunny's ALU\Heimdall\FacePix\1(36).jpg,1,Aisha,36
C:\Users\Administrator\Documents\Sunny's ALU\Heimdall\FacePix\1(37).jpg,1,Aisha,37
C:\Users\Administrator\Documents\Sunny's ALU\Heimdall\FacePix\1(38).jpg,1,Aisha,38
C:\Users\Administrator\Documents\Sunny's ALU\Heimdall\FacePix\1(39).jpg,1,Aisha,39
C:\Users\Administrator\Documents\Sunny's ALU\Heimdall\FacePix\1(4).jpg,1,Aisha,4
C:\Users\Administrator\Documents\Sunny's ALU\Heimdall\FacePix\1(40).jpg,1,Aisha,40
C:\Users\Administrator\Documents\Sunny's ALU\Heimdall\FacePix\1(41).jpg,1,Aisha,41
C:\Users\Administrator\Documents\Sunny's ALU\Heimdall\FacePix\1(42).jpg,1,Aisha,42
C:\Users\Administrator\Documents\Sunny's ALU\Heimdall\FacePix\1(43).jpg,1,Aisha,43
C:\Users\Administrator\Documents\Sunny's ALU\Heimdall\FacePix\1(44).jpg,1,Aisha,44
C:\Users\Administrator\Documents\Sunny's ALU\Heimdall\FacePix\1(45).jpg,1,Aisha,45
C:\Users\Administrator\Documents\Sunny's ALU\Heimdall\FacePix\1(46).jpg,1,Aisha,46
C:\Users\Administrator\Documents\Sunny's ALU\Heimdall\FacePix\1(47).jpg,1,Aisha,47
C:\Users\Administrator\Documents\Sunny's ALU\Heimdall\FacePix\1(48).jpg,1,Aisha,48
C:\Users\Administrator\Documents\Sunny's ALU\Heimdall\FacePix\1(49).jpg,1,Aisha,49
C:\Users\Administrator\Documents\Sunny's ALU\Heimdall\FacePix\1(5).jpg,1,Aisha,5
C:\Users\Administrator\Documents\Sunny's ALU\Heimdall\FacePix\1(50).jpg,1,Aisha,50
C:\Users\Administrator\Documents\Sunny's ALU\Heimdall\FacePix\1(51).jpg,1,Aisha,51
C:\Users\Administrator\Documents\Sunny's ALU\Heimdall\FacePix\1(52).jpg,1,Aisha,52
C:\Users\Administrator\Documents\Sunny's ALU\Heimdall\FacePix\1(53).jpg,1,Aisha,53
C:\Users\Administrator\Documents\Sunny's ALU\Heimdall\FacePix\1(54).jpg,1,Aisha,54
C:\Users\Administrator\Documents\Sunny's ALU\Heimdall\FacePix\1(55).jpg,1,Aisha,55
C:\Users\Administrator\Documents\Sunny's ALU\Heimdall\FacePix\1(56).jpg,1,Aisha,56
C:\Users\Administrator\Documents\Sunny's ALU\Heimdall\FacePix\1(57).jpg,1,Aisha,57
C:\Users\Administrator\Documents\Sunny's ALU\Heimdall\FacePix\1(58).jpg,1,Aisha,58
C:\Users\Administrator\Documents\Sunny's ALU\Heimdall\FacePix\1(59).jpg,1,Aisha,59
C:\Users\Administrator\Documents\Sunny's ALU\Heimdall\FacePix\1(6).jpg,1,Aisha,6
C:\Users\Administrator\Documents\Sunny's ALU\Heimdall\FacePix\1(60).jpg,1,Aisha,60
C:\Users\Administrator\Documents\Sunny's ALU\Heimdall\FacePix\1(61).jpg,1,Aisha,61
C:\Users\Administrator\Documents\Sunny's ALU\Heimdall\FacePix\1(62).jpg,1,Aisha,62
C:\Users\Administrator\Documents\Sunny's ALU\Heimdall\FacePix\1(63).jpg,1,Aisha,63
C:\Users\Administrator\Documents\Sunny's ALU\Heimdall\FacePix\1(64).jpg,1,Aisha,64
C:\Users\Administrator\Documents\Sunny's ALU\Heimdall\FacePix\1(65).jpg,1,Aisha,65
C:\Users\Administrator\Documents\Sunny's ALU\Heimdall\FacePix\1(66).jpg,1,Aisha,66
C:\Users\Administrator\Documents\Sunny's ALU\Heimdall\FacePix\1(67).jpg,1,Aisha,67
C:\Users\Administrator\Documents\Sunny's ALU\Heimdall\FacePix\1(68).jpg,1,Aisha,68
C:\Users\Administrator\Documents\Sunny's ALU\Heimdall\FacePix\1(69).jpg,1,Aisha,69
C:\Users\Administrator\Documents\Sunny's ALU\Heimdall\FacePix\1(7).jpg,1,Aisha,7
C:\Users\Administrator\Documents\Sunny's ALU\Heimdall\FacePix\1(70).jpg,1,Aisha,70
C:\Users\Administrator\Documents\Sunny's ALU\Heimdall\FacePix\1(71).jpg,1,Aisha,71
C:\Users\Administrator\Documents\Sunny's ALU\Heimdall\FacePix\1(72).jpg,1,Aisha,72
C:\Users\Administrator\Documents\Sunny's ALU\Heimdall\FacePix\1(73).jpg,1,Aisha,73
C:\Users\Administrator\Documents\Sunny's ALU\Heimdall\FacePix\1(74).jpg,1,Aisha,74
C:\Users\Administrator\Documents\Sunny's ALU\Heimdall\FacePix\1(75).jpg,1,Aisha,75
C:\Users\Administrator\Documents\Sunny's ALU\Heimdall\FacePix\1(76).jpg,1,Aisha,76
C:\Users\Administrator\Documents\Sunny's ALU\Heimdall\FacePix\1(77).jpg,1,Aisha,77
C:\Users\Administrator\Documents\Sunny's ALU\Heimdall\FacePix\1(78).jpg,1,Aisha,78
C:\Users\Administrator\Documents\Sunny's ALU\Heimdall\FacePix\1(79).jpg,1,Aisha,79
C:\Users\Administrator\Documents\Sunny's ALU\Heimdall\FacePix\1(8).jpg,1,Aisha,8
C:\Users\Administrator\Documents\Sunny's ALU\Heimdall\FacePix\1(80).jpg,1,Aisha,80
C:\Users\Administrator\Documents\Sunny's ALU\Heimdall\FacePix\1(81).jpg,1,Aisha,81
C:\Users\Administrator\Documents\Sunny's ALU\Heimdall\FacePix\1(82).jpg,1,Aisha,82
C:\Users\Administrator\Documents\Sunny's ALU\Heimdall\FacePix\1(83).jpg,1,Aisha,83
C:\Users\Administrator\Documents\Sunny's ALU\Heimdall\FacePix\1(84).jpg,1,Aisha,84
C:\Users\Administrator\Documents\Sunny's ALU\Heimdall\FacePix\1(85).jpg,1,Aisha,85
C:\Users\Administrator\Documents\Sunny's ALU\Heimdall\FacePix\1(86).jpg,1,Aisha,86
C:\Users\Administrator\Documents\Sunny's ALU\Heimdall\FacePix\1(87).jpg,1,Aisha,87
C:\Users\Administrator\Documents\Sunny's ALU\Heimdall\FacePix\1(88).jpg,1,Aisha,88
C:\Users\Administrator\Documents\Sunny's ALU\Heimdall\FacePix\1(89).jpg,1,Aisha,89
C:\Users\Administrator\Documents\Sunny's ALU\Heimdall\FacePix\1(9).jpg,1,Aisha,9
C:\Users\Administrator\Documents\Sunny's ALU\Heimdall\FacePix\1(90).jpg,1,Aisha,90
C:\Users\Administrator\Documents\Sunny's ALU\Heimdall\FacePix\10(-1).jpg,10,Jade,-1
C:\Users\Administrator\Documents\Sunny's ALU\Heimdall\FacePix\10(-10).jpg,10,Jade,-10
C:\Users\Administrator\Documents\Sunny's ALU\Heimdall\FacePix\10(-11).jpg,10,Jade,-11
C:\Users\Administrator\Documents\Sunny's ALU\Heimdall\FacePix\10(-12).jpg,10,Jade,-12
C:\Users\Administrator\Documents\Sunny's ALU\Heimdall\FacePix\10(-13).jpg,10,Jade,-13
C:\Users\Administrator\Documents\Sunny's ALU\Heimdall\FacePix\10(-14).jpg,10,Jade,-14
C:\Users\Administrator\Documents\Sunny's ALU\Heimdall\FacePix\10(-15).jpg,10,Jade,-15
C:\Users\Administrator\Documents\Sunny's ALU\Heimdall\FacePix\10(-16).jpg,10,Jade,-16
C:\Users\Administrator\Documents\Sunny's ALU\Heimdall\FacePix\10(-17).jpg,10,Jade,-17
C:\Users\Administrator\Documents\Sunny's ALU\Heimdall\FacePix\10(-18).jpg,10,Jade,-18
C:\Users\Administrator\Documents\Sunny's ALU\Heimdall\FacePix\10(-19).jpg,10,Jade,-19
C:\Users\Administrator\Documents\Sunny's ALU\Heimdall\FacePix\10(-2).jpg,10,Jade,-2
C:\Users\Administrator\Documents\Sunny's ALU\Heimdall\FacePix\10(-20).jpg,10,Jade,-20
C:\Users\Administrator\Documents\Sunny's ALU\Heimdall\FacePix\10(-21).jpg,10,Jade,-21
C:\Users\Administrator\Documents\Sunny's ALU\Heimdall\FacePix\10(-22).jpg,10,Jade,-22
C:\Users\Administrator\Documents\Sunny's ALU\Heimdall\FacePix\10(-23).jpg,10,Jade,-23
C:\Users\Administrator\Documents\Sunny's ALU\Heimdall\FacePix\10(-24).jpg,10,Jade,-24
C:\Users\Administrator\Documents\Sunny's ALU\Heimdall\FacePix\10(-25).jpg,10,Jade,-25
C:\Users\Administrator\Documents\Sunny's ALU\Heimdall\FacePix\10(-26).jpg,10,Jade,-26
C:\Users\Administrator\Documents\Sunny's ALU\Heimdall\FacePix\10(-27).jpg,10,Jade,-27
C:\Users\Administrator\Documents\Sunny's ALU\Heimdall\FacePix\10(-28).jpg,10,Jade,-28
C:\Users\Administrator\Documents\Sunny's ALU\Heimdall\FacePix\10(-29).jpg,10,Jade,-29
C:\Users\Administrator\Documents\Sunny's ALU\Heimdall\FacePix\10(-3).jpg,10,Jade,-3
C:\Users\Administrator\Documents\Sunny's ALU\Heimdall\FacePix\10(-30).jpg,10,Jade,-30
C:\Users\Administrator\Documents\Sunny's ALU\Heimdall\FacePix\10(-31).jpg,10,Jade,-31
C:\Users\Administrator\Documents\Sunny's ALU\Heimdall\FacePix\10(-32).jpg,10,Jade,-32
C:\Users\Administrator\Documents\Sunny's ALU\Heimdall\FacePix\10(-33).jpg,10,Jade,-33
C:\Users\Administrator\Documents\Sunny's ALU\Heimdall\FacePix\10(-34).jpg,10,Jade,-34
C:\Users\Administrator\Documents\Sunny's ALU\Heimdall\FacePix\10(-35).jpg,10,Jade,-35
C:\Users\Administrator\Documents\Sunny's ALU\Heimdall\FacePix\10(-36).jpg,10,Jade,-36
C:\Users\Administrator\Documents\Sunny's ALU\Heimdall\FacePix\10(-37).jpg,10,Jade,-37
C:\Users\Administrator\Documents\Sunny's ALU\Heimdall\FacePix\10(-38).jpg,10,Jade,-38
C:\Users\Administrator\Documents\Sunny's ALU\Heimdall\FacePix\10(-39).jpg,10,Jade,-39
C:\Users\Administrator\Documents\Sunny's ALU\Heimdall\FacePix\10(-4).jpg,10,Jade,-4
C:\Users\Administrator\Documents\Sunny's ALU\Heimdall\FacePix\10(-40).jpg,10,Jade,-40
C:\Users\Administrator\Documents\Sunny's ALU\Heimdall\FacePix\10(-41).jpg,10,Jade,-41
C:\Users\Administrator\Documents\Sunny's ALU\Heimdall\FacePix\10(-42).jpg,10,Jade,-42
C:\Users\Administrator\Documents\Sunny's ALU\Heimdall\FacePix\10(-43).jpg,10,Jade,-43
C:\Users\Administrator\Documents\Sunny's ALU\Heimdall\FacePix\10(-44).jpg,10,Jade,-44
C:\Users\Administrator\Documents\Sunny's ALU\Heimdall\FacePix\10(-45).jpg,10,Jade,-45
C:\Users\Administrator\Documents\Sunny's ALU\Heimdall\FacePix\10(-46).jpg,10,Jade,-46
C:\Users\Administrator\Documents\Sunny's ALU\Heimdall\FacePix\10(-47).jpg,10,Jade,-47
C:\Users\Administrator\Documents\Sunny's ALU\Heimdall\FacePix\10(-48).jpg,10,Jade,-48
C:\Users\Administrator\Documents\Sunny's ALU\Heimdall\FacePix\10(-49).jpg,10,Jade,-49
C:\Users\Administrator\Documents\Sunny's ALU\Heimdall\FacePix\10(-5).jpg,10,Jade,-5
C:\Users\Administrator\Documents\Sunny's ALU\Heimdall\FacePix\10(-50).jpg,10,Jade,-50
C:\Users\Administrator\Documents\Sunny's ALU\Heimdall\FacePix\10(-51).jpg,10,Jade,-51
C:\Users\Administrator\Documents\Sunny's ALU\Heimdall\FacePix\10(-52).jpg,10,Jade,-52
C:\Users\Administrator\Documents\Sunny's ALU\Heimdall\FacePix\10(-53).jpg,10,Jade,-53
C:\Users\Administrator\Documents\Sunny's ALU\Heimdall\FacePix\10(-54).jpg,10,Jade,-54
C:\Users\Administrator\Documents\Sunny's ALU\Heimdall\FacePix\10(-55).jpg,10,Jade,-55
C:\Users\Administrator\Documents\Sunny's ALU\Heimdall\FacePix\10(-56).jpg,10,Jade,-56
C:\Users\Administrator\Documents\Sunny's ALU\Heimdall\FacePix\10(-57).jpg,10,Jade,-57
C:\Users\Administrator\Documents\Sunny's ALU\Heimdall\FacePix\10(-58).jpg,10,Jade,-58
C:\Users\Administrator\Documents\Sunny's ALU\Heimdall\FacePix\10(-59).jpg,10,Jade,-59
C:\Users\Administrator\Documents\Sunny's ALU\Heimdall\FacePix\10(-6).jpg,10,Jade,-6
C:\Users\Administrator\Documents\Sunny's ALU\Heimdall\FacePix\10(-60).jpg,10,Jade,-60
C:\Users\Administrator\Documents\Sunny's ALU\Heimdall\FacePix\10(-61).jpg,10,Jade,-61
C:\Users\Administrator\Documents\Sunny's ALU\Heimdall\FacePix\10(-62).jpg,10,Jade,-62
C:\Users\Administrator\Documents\Sunny's ALU\Heimdall\FacePix\10(-63).jpg,10,Jade,-63
C:\Users\Administrator\Documents\Sunny's ALU\Heimdall\FacePix\10(-64).jpg,10,Jade,-64
C:\Users\Administrator\Documents\Sunny's ALU\Heimdall\FacePix\10(-65).jpg,10,Jade,-65
C:\Users\Administrator\Documents\Sunny's ALU\Heimdall\FacePix\10(-66).jpg,10,Jade,-66
C:\Users\Administrator\Documents\Sunny's ALU\Heimdall\FacePix\10(-67).jpg,10,Jade,-67
C:\Users\Administrator\Documents\Sunny's ALU\Heimdall\FacePix\10(-68).jpg,10,Jade,-68
C:\Users\Administrator\Documents\Sunny's ALU\Heimdall\FacePix\10(-69).jpg,10,Jade,-69
C:\Users\Administrator\Documents\Sunny's ALU\Heimdall\FacePix\10(-7).jpg,10,Jade,-7
C:\Users\Administrator\Documents\Sunny's ALU\Heimdall\FacePix\10(-70).jpg,10,Jade,-70
C:\Users\Administrator\Documents\Sunny's ALU\Heimdall\FacePix\10(-71).jpg,10,Jade,-71
C:\Users\Administrator\Documents\Sunny's ALU\Heimdall\FacePix\10(-72).jpg,10,Jade,-72
C:\Users\Administrator\Documents\Sunny's ALU\Heimdall\FacePix\10(-73).jpg,10,Jade,-73
C:\Users\Administrator\Documents\Sunny's ALU\Heimdall\FacePix\10(-74).jpg,10,Jade,-74
C:\Users\Administrator\Documents\Sunny's ALU\Heimdall\FacePix\10(-75).jpg,10,Jade,-75
C:\Users\Administrator\Documents\Sunny's ALU\Heimdall\FacePix\10(-76).jpg,10,Jade,-76
C:\Users\Administrator\Documents\Sunny's ALU\Heimdall\FacePix\10(-77).jpg,10,Jade,-77
C:\Users\Administrator\Documents\Sunny's ALU\Heimdall\FacePix\10(-78).jpg,10,Jade,-78
C:\Users\Administrator\Documents\Sunny's ALU\Heimdall\FacePix\10(-79).jpg,10,Jade,-79
C:\Users\Administrator\Documents\Sunny's ALU\Heimdall\FacePix\10(-8).jpg,10,Jade,-8
C:\Users\Administrator\Documents\Sunny's ALU\Heimdall\FacePix\10(-80).jpg,10,Jade,-80
C:\Users\Administrator\Documents\Sunny's ALU\Heimdall\FacePix\10(-81).jpg,10,Jade,-81
C:\Users\Administrator\Documents\Sunny's ALU\Heimdall\FacePix\10(-82).jpg,10,Jade,-82
C:\Users\Administrator\Documents\Sunny's ALU\Heimdall\FacePix\10(-83).jpg,10,Jade,-83
